City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Ahmedabad,2023-10,Healthcare,Digital,Low,817818,0.21,0.061,60363,166903695,204.08,40
Delhi,2023-12,Electronics,TV,High,2272145,0.28,0.12,349001,1256403600,552.96,30
Bangalore,2023-06,FMCG,Print,Medium,809911,0.17,0.044,41694,51909030,64.09,40
Pune,2023-02,Clothing,Digital,Medium,2712889,0.23,0.107,357043,549846220,202.68,22
Chennai,2023-05,FMCG,Digital,Medium,801788,0.29,0.112,115842,123371730,153.87,65
Chennai,2023-06,FMCG,Radio,Low,1011908,0.22,0.146,180241,210881970,208.4,22
Chennai,2023-05,Healthcare,Print,Medium,901272,0.08,0.043,41855,134773100,149.54,30
Hyderabad,2023-12,Furniture,Radio,High,2593781,0.11,0.023,66219,235739640,90.89,40
Pune,2023-02,Healthcare,Outdoor,Medium,718299,0.2,0.047,40512,113433600,157.92,40
Mumbai,2023-07,Clothing,TV,Medium,1977305,0.12,0.027,59793,105235680,53.22,53
Bangalore,2023-04,Clothing,TV,Low,1551215,0.29,0.034,68036,96611120,62.28,22
Chennai,2023-08,Healthcare,Radio,High,1111144,0.15,0.057,72835,216684125,195.01,22
Kolkata,2023-07,Furniture,TV,Medium,2531692,0.16,0.068,199699,670988640,265.04,30
Pune,2023-07,Healthcare,TV,High,1358441,0.23,0.137,228910,616912450,454.13,40
Hyderabad,2023-09,Clothing,Outdoor,High,2715344,0.18,0.037,118551,194423640,71.6,30
Pune,2023-01,Furniture,Print,Medium,2878104,0.15,0.146,483233,1642992200,570.86,30
Bangalore,2023-10,Clothing,Digital,Low,2012624,0.07,0.123,264881,492678659,244.79,40
Hyderabad,2023-06,Furniture,Radio,High,2465481,0.2,0.133,393490,1259168000,510.72,30
Bangalore,2023-06,Furniture,Radio,Medium,2882247,0.27,0.14,512463,1496391960,519.18,40
Pune,2023-06,Healthcare,Outdoor,High,1505510,0.22,0.115,211223,576638790,383.02,30
Mumbai,2023-12,Healthcare,Outdoor,High,2845041,0.15,0.12,392615,1168029625,410.55,65
Bangalore,2023-06,Healthcare,Digital,High,2773300,0.08,0.071,212656,684752320,246.91,30
Hyderabad,2023-12,Furniture,Print,Medium,2194386,0.25,0.081,222181,666543000,303.75,30
Hyderabad,2023-10,Furniture,Radio,High,1432849,0.29,0.141,260620,740160800,516.57,65
Bangalore,2023-07,Clothing,Outdoor,High,631469,0.15,0.063,45749,77773300,123.16,22
Kanpur,2023-10,FMCG,Radio,Low,2087424,0.23,0.016,41080,47447400,22.73,40
Pune,2023-06,Healthcare,TV,Medium,2885672,0.15,0.117,388267,1155094325,400.29,53
Kanpur,2023-01,Clothing,Radio,Medium,913073,0.18,0.09,96968,159027520,174.17,65
Ahmedabad,2023-03,Clothing,Print,High,2443312,0.26,0.124,381743,564979640,231.24,22
Pune,2023-02,Electronics,Print,Low,2769621,0.07,0.021,62233,289383450,104.48,30
Bangalore,2023-06,Healthcare,Radio,High,1193519,0.18,0.097,136610,392070700,328.5,22
Delhi,2023-08,Clothing,TV,High,1930807,0.1,0.045,95574,172033200,89.1,65
Bangalore,2023-03,Electronics,Print,Medium,2516842,0.13,0.136,386788,1682527800,668.51,30
Kanpur,2023-10,Healthcare,Outdoor,Low,2277302,0.21,0.025,68888,190475320,83.64,22
Mumbai,2023-08,Furniture,Radio,High,1073286,0.06,0.128,145623,547542480,510.16,53
Bangalore,2023-08,Electronics,TV,Medium,2454300,0.2,0.022,64793,259172000,105.6,40
Bangalore,2023-05,Furniture,Outdoor,High,912264,0.12,0.014,14304,50350080,55.19,40
Mumbai,2023-08,FMCG,Radio,High,1860937,0.22,0.043,97624,114220080,61.38,65
Bangalore,2023-06,FMCG,TV,Low,2029076,0.09,0.057,126066,172080090,84.81,30
Chennai,2023-05,FMCG,Outdoor,Low,689692,0.23,0.098,83135,96020925,139.22,30
Delhi,2023-09,FMCG,Print,Low,2325726,0.21,0.028,78795,93372075,40.15,40
Kolkata,2023-07,Clothing,Radio,High,1703533,0.29,0.071,156026,221556920,130.06,22
Delhi,2023-08,FMCG,Radio,Low,2401147,0.28,0.039,119865,129454200,53.91,30
Bangalore,2023-01,Clothing,Print,Medium,1882551,0.12,0.13,274099,482414240,256.26,53
Chennai,2023-11,Clothing,Digital,High,1458652,0.06,0.016,24738,46507440,31.88,53
Pune,2023-02,Healthcare,Outdoor,Low,2853100,0.21,0.06,207135,572728275,200.74,30
Bangalore,2023-08,Clothing,Print,High,1695104,0.2,0.098,199344,318950400,188.16,30
Kanpur,2023-12,Clothing,Radio,High,2877524,0.06,0.138,420924,791337120,275.01,40
Chennai,2023-09,FMCG,Outdoor,Medium,2546290,0.08,0.132,362999,500938620,196.73,65
Mumbai,2023-04,Clothing,Outdoor,Medium,762190,0.2,0.135,123474,197558400,259.2,40
Chennai,2023-12,Furniture,Digital,Medium,828499,0.28,0.019,20149,58029120,70.04,65
Mumbai,2023-10,FMCG,Radio,High,1942872,0.28,0.128,318320,343785600,176.95,53
Ahmedabad,2023-11,Electronics,TV,High,1564506,0.09,0.119,202932,923340600,590.18,65
Kolkata,2023-10,FMCG,Digital,Medium,2677975,0.15,0.136,418835,534014625,199.41,40
Surat,2023-09,Clothing,Digital,High,2505589,0.06,0.054,143419,269627720,107.61,30
Chennai,2023-04,Furniture,TV,Medium,2959817,0.17,0.138,477892,1586601440,536.05,65
Hyderabad,2023-10,FMCG,TV,Medium,578880,0.24,0.066,47375,54007500,93.3,40
Kanpur,2023-10,Furniture,Digital,Low,1767202,0.25,0.099,218691,656073000,371.25,53
Bangalore,2023-10,Electronics,Outdoor,Medium,672827,0.17,0.069,54317,225415550,335.03,65
Kanpur,2023-09,Electronics,Print,Low,1207840,0.07,0.07,90467,420671550,348.28,53
Delhi,2023-11,Healthcare,Print,Medium,507293,0.15,0.087,50754,150993150,297.64,53
Surat,2023-07,Healthcare,Digital,High,2502991,0.28,0.06,192229,484417080,193.54,22
Delhi,2023-02,FMCG,Outdoor,Low,1694347,0.11,0.121,227567,303801945,179.3,65
Ahmedabad,2023-09,Healthcare,TV,High,659506,0.13,0.099,73778,224654010,340.64,40
Surat,2023-04,Furniture,Digital,High,2127533,0.24,0.107,282281,858134240,403.35,65
Surat,2023-08,Healthcare,Radio,Medium,779746,0.23,0.042,40281,108557295,139.22,65
Delhi,2023-07,Furniture,Outdoor,Medium,2769010,0.28,0.146,517472,1490319360,538.21,53
Mumbai,2023-07,Healthcare,Radio,High,1664608,0.15,0.102,195258,580892550,348.97,53
Delhi,2023-08,Healthcare,Radio,Medium,2496569,0.18,0.038,111946,321285020,128.69,53
Kanpur,2023-01,Healthcare,Digital,Medium,1057193,0.17,0.115,142245,413221725,390.87,53
Mumbai,2023-05,Clothing,Outdoor,Medium,677996,0.28,0.034,29506,42488640,62.67,40
Kanpur,2023-02,Clothing,Radio,High,2086245,0.24,0.019,49151,74709520,35.81,30
Ahmedabad,2023-02,Healthcare,Outdoor,Low,1799242,0.26,0.084,190431,493216290,274.12,22
Bangalore,2023-01,Furniture,Print,Low,2545509,0.08,0.087,239176,880167680,345.77,53
Pune,2023-05,FMCG,Radio,High,790274,0.25,0.036,35562,40007250,50.62,53
Mumbai,2023-02,Electronics,Radio,Medium,2777352,0.16,0.059,190081,798340200,287.45,22
Ahmedabad,2023-04,Clothing,Outdoor,Medium,584679,0.06,0.142,88005,165449400,282.97,53
Hyderabad,2023-03,Healthcare,Print,Low,2712610,0.07,0.05,145124,472378620,174.14,30
Ahmedabad,2023-03,Electronics,Radio,High,631460,0.22,0.032,24652,96142800,152.25,65
Delhi,2023-02,Clothing,Digital,High,2150516,0.14,0.149,365286,628291920,292.16,22
Delhi,2023-06,FMCG,Outdoor,Medium,1699454,0.27,0.052,112231,122892945,72.31,40
Pune,2023-02,Furniture,Outdoor,Medium,564333,0.23,0.105,72883,224479640,397.78,22
Ahmedabad,2023-08,Healthcare,Radio,Medium,1260676,0.06,0.042,56125,184651250,146.47,30
Kolkata,2023-08,FMCG,Print,High,2262753,0.22,0.087,240168,280996560,124.18,40
Bangalore,2023-12,Clothing,Radio,Low,1184408,0.1,0.064,83382,150087600,126.72,65
Delhi,2023-05,Healthcare,TV,High,1247910,0.16,0.145,209898,617100120,494.51,53
Pune,2023-10,Electronics,Radio,High,1100884,0.21,0.071,94576,373575200,339.34,22
Bangalore,2023-07,Furniture,TV,High,888841,0.27,0.092,103852,303247840,341.17,40
Ahmedabad,2023-04,Clothing,Digital,Low,1999909,0.16,0.142,329425,553434000,276.73,22
Ahmedabad,2023-01,Furniture,Outdoor,Medium,1280166,0.25,0.148,236830,710490000,555.0,65
Surat,2023-11,Healthcare,Outdoor,Medium,2343217,0.25,0.024,70296,184527000,78.75,22
Pune,2023-02,FMCG,Print,High,2126346,0.15,0.127,310552,395953800,186.21,40
Delhi,2023-10,Furniture,Radio,High,2222012,0.18,0.063,165184,541803520,243.83,30
Kolkata,2023-10,Electronics,Digital,Low,2714610,0.23,0.093,310524,1195517400,440.4,40
Ahmedabad,2023-04,Clothing,TV,Low,1668190,0.06,0.063,111401,209433880,125.55,22
Kolkata,2023-01,Electronics,Print,Medium,978403,0.27,0.066,82009,299332850,305.94,65
Ahmedabad,2023-08,Furniture,Digital,High,951698,0.24,0.032,37763,114799520,120.63,53
Delhi,2023-09,FMCG,Digital,Low,2222015,0.11,0.09,221979,296341965,133.37,53
Bangalore,2023-04,FMCG,TV,Low,1431482,0.3,0.087,161900,169995000,118.75,65
Chennai,2023-10,Electronics,TV,High,1299137,0.09,0.037,52394,238392700,183.5,22
Bangalore,2023-03,Healthcare,Outdoor,High,2388840,0.28,0.086,262963,662666760,277.4,65
Ahmedabad,2023-02,Healthcare,Radio,High,2408509,0.13,0.146,397355,1209945975,502.36,22
Kanpur,2023-05,FMCG,Print,High,1534460,0.24,0.11,209300,238602000,155.5,40
Chennai,2023-03,Electronics,Radio,High,510248,0.16,0.077,45575,191415000,375.14,30
Chennai,2023-10,Electronics,Print,High,1333420,0.23,0.138,226334,871385900,653.5,22
Kolkata,2023-07,Electronics,Digital,Low,589169,0.09,0.091,58439,265897450,451.31,53
Pune,2023-11,Furniture,TV,High,2167903,0.12,0.029,70413,247853760,114.33,53
Kolkata,2023-06,Healthcare,TV,Medium,1037698,0.07,0.087,96599,314429745,303.01,30
Kolkata,2023-01,Healthcare,Digital,High,2684873,0.27,0.035,119342,304918810,113.57,22
Kanpur,2023-12,Furniture,Digital,Medium,2616285,0.12,0.117,342837,1206786240,461.26,30
Bangalore,2023-08,Clothing,Print,Medium,2424713,0.22,0.145,428931,669132360,275.96,40
Bangalore,2023-02,Furniture,Digital,Medium,2631325,0.26,0.061,202243,598639280,227.5,30
Hyderabad,2023-05,Electronics,Print,High,1542270,0.28,0.071,140161,504579600,327.17,40
Ahmedabad,2023-09,Furniture,Radio,High,1559755,0.08,0.069,116232,427733760,274.23,53
Kanpur,2023-08,Electronics,TV,Medium,2436887,0.27,0.05,154742,564808300,231.77,40
Hyderabad,2023-02,FMCG,TV,High,1741534,0.1,0.121,231798,312927300,179.68,22
Delhi,2023-09,Electronics,TV,Low,591975,0.23,0.096,69900,269115000,454.61,22
Ahmedabad,2023-05,Healthcare,Radio,Low,2275763,0.23,0.019,53184,143330880,62.98,22
Ahmedabad,2023-10,Furniture,Radio,Low,2888699,0.05,0.127,385208,1463790400,506.73,22
Surat,2023-06,Electronics,Outdoor,Low,2712777,0.11,0.036,108402,482388900,177.82,65
Surat,2023-03,Clothing,Print,High,2443584,0.17,0.147,420272,697651520,285.5,40
Mumbai,2023-03,FMCG,Print,Medium,501755,0.16,0.063,36668,46201680,92.08,22
Mumbai,2023-10,Clothing,Outdoor,High,2201364,0.28,0.096,270503,389524320,176.95,30
Kolkata,2023-08,Clothing,TV,Low,2668504,0.14,0.021,63883,109878760,41.18,30
Delhi,2023-11,Clothing,Print,High,976352,0.28,0.058,72484,104376960,106.91,65
Chennai,2023-10,FMCG,Print,High,2767708,0.16,0.122,391686,493524360,178.32,40
Chennai,2023-10,FMCG,TV,Low,2263791,0.29,0.077,224862,239478030,105.79,40
Surat,2023-12,FMCG,Digital,Medium,1445057,0.23,0.137,243506,281249430,194.63,40
Surat,2023-02,FMCG,Digital,High,2222515,0.26,0.091,254833,282864630,127.27,65
Surat,2023-11,Clothing,Outdoor,High,644086,0.08,0.14,97385,179188400,278.21,40
Kanpur,2023-12,Healthcare,Radio,Low,2770185,0.2,0.148,491984,1377555200,497.28,40
Pune,2023-12,Healthcare,Print,Medium,1474005,0.09,0.074,118893,378674205,256.9,22
Mumbai,2023-02,FMCG,Print,Low,2787138,0.12,0.089,277821,366723720,131.58,40
Kanpur,2023-05,Furniture,Outdoor,Low,881230,0.21,0.127,135418,427920880,485.59,22
Bangalore,2023-06,Electronics,Outdoor,High,835446,0.23,0.041,42131,162204350,194.15,22
Chennai,2023-12,Furniture,Print,Medium,964899,0.06,0.131,133985,503783600,522.11,40
Ahmedabad,2023-02,Furniture,TV,Low,1924137,0.18,0.093,211154,692585120,359.95,30
Mumbai,2023-05,Furniture,TV,High,2840970,0.19,0.112,378644,1226806560,431.83,53
Hyderabad,2023-07,Healthcare,Radio,Low,2775402,0.07,0.021,62363,202991565,73.14,30
Bangalore,2023-10,Electronics,Print,High,2598215,0.18,0.117,358709,1470706900,566.05,40
Mumbai,2023-10,Furniture,Print,Medium,2999702,0.23,0.054,199240,613659200,204.57,40
Kanpur,2023-08,FMCG,Print,Low,667115,0.06,0.123,86978,122638980,183.83,30
Delhi,2023-12,Healthcare,Print,Medium,2925808,0.24,0.081,293868,781688880,267.17,40
Ahmedabad,2023-07,FMCG,Outdoor,Medium,1674806,0.19,0.048,95664,116231760,69.4,22
Mumbai,2023-08,FMCG,Digital,High,2334098,0.26,0.143,420557,466818270,200.0,65
Pune,2023-12,Furniture,Print,Low,2281211,0.1,0.117,293591,1056927600,463.32,40
Surat,2023-09,FMCG,Digital,Low,1159429,0.26,0.148,216210,239993100,206.99,40
Surat,2023-05,Electronics,TV,High,2858404,0.07,0.061,186568,867541200,303.51,30
Ahmedabad,2023-05,FMCG,Radio,High,2463175,0.15,0.101,286097,364773675,148.09,22
Kanpur,2023-11,Furniture,TV,Medium,1544369,0.1,0.096,163085,587106000,380.16,30
Surat,2023-10,FMCG,Print,Low,1170964,0.27,0.106,157635,172610325,147.41,30
Mumbai,2023-04,Healthcare,TV,Low,2611764,0.23,0.015,48187,129863965,49.72,40
Hyderabad,2023-09,Healthcare,Outdoor,High,676173,0.06,0.051,36553,120259370,177.85,22
Chennai,2023-05,Healthcare,Digital,High,2138745,0.05,0.137,307658,1022962850,478.3,40
Chennai,2023-02,Clothing,Print,High,978078,0.12,0.069,75585,133029600,136.01,40
Bangalore,2023-10,Healthcare,Outdoor,Low,1402196,0.09,0.144,220088,700980280,499.92,40
Kolkata,2023-08,Healthcare,Digital,Low,1421274,0.21,0.04,68789,190201585,133.82,40
Delhi,2023-07,Clothing,Outdoor,Medium,2379129,0.22,0.15,435380,679192800,285.48,65
Ahmedabad,2023-08,Healthcare,TV,High,2671112,0.29,0.108,372139,924765415,346.21,53
Bangalore,2023-12,Furniture,Print,Medium,2609142,0.29,0.119,400529,1137502360,435.97,22
Kolkata,2023-03,Healthcare,TV,Low,2539664,0.21,0.066,202817,560789005,220.81,65
Kanpur,2023-04,Healthcare,Radio,Medium,1642834,0.05,0.137,236321,785767325,478.3,53
Pune,2023-05,Clothing,Print,Medium,806803,0.14,0.086,79098,136048560,168.63,53
Pune,2023-06,Furniture,TV,Medium,515573,0.18,0.105,63879,209523120,406.39,53
Delhi,2023-01,FMCG,Print,High,509554,0.17,0.023,13712,17071440,33.5,65
Surat,2023-04,Electronics,Digital,Low,729726,0.2,0.098,85815,343260000,470.4,22
Mumbai,2023-11,Furniture,Print,High,2814822,0.29,0.133,482939,1371546760,487.26,30
Bangalore,2023-12,FMCG,Print,Medium,513015,0.27,0.035,22803,24969285,48.67,53
Bangalore,2023-10,Furniture,Digital,High,559617,0.08,0.113,68295,251325600,449.1,30
Ahmedabad,2023-05,FMCG,TV,Low,2253528,0.12,0.014,35335,46642200,20.7,30
Ahmedabad,2023-07,FMCG,Print,Low,2672347,0.26,0.14,471402,523256220,195.8,40
Pune,2023-05,Furniture,Outdoor,Medium,1931323,0.26,0.148,360153,1066052880,551.98,30
Pune,2023-01,Clothing,Print,Medium,2548411,0.12,0.06,171253,301405280,118.27,40
Hyderabad,2023-11,Furniture,TV,High,2232853,0.23,0.025,68660,211472800,94.71,22
Hyderabad,2023-07,Furniture,Digital,Low,1274726,0.22,0.102,158626,494913120,388.25,22
Surat,2023-08,FMCG,TV,Low,1763298,0.17,0.014,28882,35958090,20.39,40
Hyderabad,2023-07,Electronics,Radio,High,637715,0.1,0.078,54715,246217500,386.09,22
Mumbai,2023-11,FMCG,Print,Low,1561845,0.27,0.048,95210,104254950,66.75,53
Mumbai,2023-04,Healthcare,Print,Medium,1829078,0.22,0.076,169592,462986160,253.13,22
Bangalore,2023-08,Furniture,Digital,Medium,992069,0.09,0.013,14057,51167480,51.58,40
Chennai,2023-05,Furniture,Print,High,1021579,0.23,0.017,21361,65791880,64.4,53
Mumbai,2023-10,Clothing,Outdoor,High,2681009,0.24,0.012,39893,60637360,22.62,30
Kolkata,2023-09,FMCG,Outdoor,High,1941995,0.27,0.097,239234,261961230,134.89,30
Pune,2023-12,Clothing,TV,Medium,692830,0.11,0.088,67675,120461500,173.87,30
Ahmedabad,2023-12,Furniture,Digital,High,2940550,0.3,0.043,164376,460252800,156.52,40
Hyderabad,2023-10,FMCG,Radio,Low,1912612,0.09,0.101,210559,287413035,150.27,30
Bangalore,2023-05,FMCG,TV,High,2653387,0.2,0.134,426664,511996800,192.96,22
Delhi,2023-01,Healthcare,Digital,Low,797448,0.21,0.049,47280,130729200,163.93,30
Ahmedabad,2023-12,Healthcare,Digital,Medium,784316,0.15,0.126,113647,338099825,431.08,65
Kolkata,2023-09,Electronics,TV,Low,1098122,0.17,0.103,132334,549186100,500.11,65
Hyderabad,2023-12,Healthcare,TV,Low,1372163,0.27,0.015,26139,66785145,48.67,30
Kolkata,2023-05,FMCG,Print,Low,1069145,0.21,0.063,81500,96577500,90.33,30
Pune,2023-06,Healthcare,Radio,Medium,1121062,0.17,0.081,106243,308635915,275.31,65
Pune,2023-04,Electronics,Outdoor,Low,1194102,0.08,0.112,144438,664414800,556.41,30
Surat,2023-06,Furniture,Print,Low,2535706,0.05,0.05,133124,505871200,199.5,53
Bangalore,2023-12,Healthcare,Digital,High,2640479,0.08,0.148,422054,1359013880,514.68,65
Ahmedabad,2023-08,FMCG,Radio,High,1688900,0.29,0.106,230940,245951100,145.63,40
Kanpur,2023-03,Furniture,Radio,High,2370322,0.24,0.062,182230,553979200,233.71,65
Kanpur,2023-05,FMCG,TV,Low,2797496,0.29,0.024,86610,92239650,32.97,22
Ahmedabad,2023-02,Furniture,Radio,Low,2396118,0.06,0.035,88895,334245200,139.49,53
Delhi,2023-02,FMCG,Radio,Medium,2987963,0.22,0.078,284334,332670780,111.34,40
Bangalore,2023-07,Healthcare,Digital,Low,2467752,0.06,0.079,206649,679875210,275.5,30
Kolkata,2023-10,Healthcare,Print,Low,1285291,0.25,0.117,187973,493429125,383.9,22
Delhi,2023-10,Electronics,Radio,Medium,1039610,0.15,0.112,133901,569079250,547.4,22
Chennai,2023-11,Furniture,TV,Low,904407,0.07,0.038,36773,136795559,151.25,53
Ahmedabad,2023-10,Electronics,Print,Medium,2503161,0.19,0.093,277024,1121947200,448.21,40
Kolkata,2023-06,Clothing,TV,Medium,1348057,0.12,0.013,19627,34543520,25.62,22
Kanpur,2023-04,Healthcare,Radio,High,2576028,0.21,0.066,205721,568818565,220.81,40
Mumbai,2023-05,Furniture,Print,Low,2128368,0.21,0.117,301313,952149080,447.36,40
Surat,2023-01,Electronics,Radio,High,1335671,0.23,0.066,108429,417451650,312.54,22
Kanpur,2023-07,Electronics,Digital,Low,2260234,0.3,0.127,373164,1306074000,577.85,40
Bangalore,2023-08,Clothing,Print,High,2056399,0.15,0.147,347634,590977800,287.38,53
Pune,2023-09,Electronics,TV,Medium,866727,0.17,0.095,96336,399794400,461.27,22
Mumbai,2023-08,FMCG,Digital,Medium,1776697,0.25,0.03,66626,74954250,42.19,53
Surat,2023-05,Healthcare,Outdoor,Medium,1061306,0.19,0.063,79566,225569610,212.54,53
Surat,2023-03,Electronics,TV,Medium,683758,0.06,0.011,7972,37468400,54.8,40
Chennai,2023-10,Electronics,Radio,Low,1617350,0.26,0.094,191558,708764600,438.23,40
Chennai,2023-11,Clothing,TV,Low,2212449,0.06,0.125,293149,551120120,249.1,22
Hyderabad,2023-09,FMCG,Outdoor,High,832616,0.09,0.098,88940,121403100,145.81,30
Kanpur,2023-06,Electronics,TV,Low,1021777,0.08,0.12,132422,609141200,596.16,22
Kanpur,2023-05,Healthcare,Digital,Low,1796895,0.07,0.122,234566,763512330,424.91,53
Kanpur,2023-03,Healthcare,TV,High,1091392,0.06,0.129,149236,490986440,449.87,40
Hyderabad,2023-06,Electronics,Print,Medium,1657394,0.06,0.047,82571,388083700,234.15,53
Delhi,2023-03,FMCG,Outdoor,High,1120684,0.16,0.132,171599,216214740,192.93,65
Surat,2023-10,Healthcare,TV,High,1202175,0.11,0.102,136110,423982650,352.68,65
Mumbai,2023-12,Healthcare,Outdoor,Medium,2077584,0.08,0.051,114433,368474260,177.36,53
Bangalore,2023-06,FMCG,Digital,High,1065013,0.21,0.148,190722,226005570,212.21,30
Surat,2023-04,FMCG,Print,High,1330355,0.11,0.143,211167,281907945,211.9,30
Chennai,2023-02,Electronics,Radio,High,2540160,0.05,0.09,240045,1140213750,448.87,22
Kolkata,2023-08,Furniture,TV,Low,2898589,0.15,0.128,426672,1450684800,500.48,22
Pune,2023-04,Clothing,Digital,Medium,2365037,0.13,0.047,125607,218556180,92.41,22
Hyderabad,2023-09,Furniture,Outdoor,Medium,1313017,0.13,0.068,100892,351104160,267.4,40
Ahmedabad,2023-07,Furniture,Outdoor,High,1179258,0.16,0.036,49245,165463200,140.31,30
Kolkata,2023-12,Healthcare,Digital,Low,2358457,0.22,0.083,238817,651970410,276.44,53
Bangalore,2023-02,FMCG,TV,Medium,899953,0.2,0.079,85315,102378000,113.76,65
Kanpur,2023-04,Healthcare,Radio,Medium,535308,0.28,0.04,27407,69065640,129.02,30
Chennai,2023-05,Clothing,TV,High,978955,0.18,0.104,120137,197024680,201.26,30
Chennai,2023-03,Electronics,Print,High,1934094,0.17,0.026,58835,244165250,126.24,30
Chennai,2023-09,Clothing,TV,High,1343607,0.1,0.019,28081,50545800,37.62,22
Kanpur,2023-05,Healthcare,Print,Medium,1705096,0.24,0.064,135316,359940560,211.1,40
Ahmedabad,2023-02,Healthcare,Outdoor,High,1437212,0.09,0.067,104959,334294415,232.6,53
Hyderabad,2023-11,Healthcare,Print,High,1368981,0.17,0.055,88093,255910165,186.93,22
Kolkata,2023-03,Healthcare,Radio,High,1158346,0.16,0.046,61809,181718460,156.88,40
Kanpur,2023-09,Furniture,Digital,Low,1278269,0.21,0.057,88162,278591920,217.94,30
Bangalore,2023-07,Electronics,Print,High,1933487,0.28,0.033,81670,294012000,152.06,40
Hyderabad,2023-02,Furniture,TV,Medium,552934,0.29,0.066,47076,133695840,241.79,22
Bangalore,2023-09,Healthcare,Print,High,882238,0.09,0.137,131744,419604640,475.61,30
Hyderabad,2023-04,FMCG,Outdoor,Medium,2715308,0.12,0.041,124686,164585520,60.61,22
Ahmedabad,2023-09,Furniture,Print,Low,1899784,0.25,0.106,251721,755163000,397.5,53
Pune,2023-02,Healthcare,Radio,Low,2871068,0.18,0.03,101635,291692450,101.6,30
Bangalore,2023-12,Healthcare,Print,High,2323899,0.16,0.06,161743,475524420,204.62,40
Kanpur,2023-10,Electronics,Radio,Medium,988830,0.23,0.055,66894,257541900,260.45,22
Hyderabad,2023-12,Clothing,TV,High,2111499,0.2,0.141,357265,571624000,270.72,65
Chennai,2023-04,Furniture,Outdoor,High,1702548,0.29,0.07,153740,436621600,256.45,40
Surat,2023-05,Furniture,Digital,Medium,1061682,0.2,0.107,136319,436220800,410.88,40
Chennai,2023-02,Furniture,TV,Medium,1583606,0.17,0.094,174164,578224480,365.13,30
Delhi,2023-10,Healthcare,TV,Medium,2806072,0.19,0.03,100176,283998960,101.21,40
Pune,2023-01,Electronics,Digital,Medium,2493637,0.25,0.142,442620,1659825000,665.62,22
Pune,2023-07,Healthcare,Print,Medium,1979800,0.2,0.058,137794,385823200,194.88,65
Chennai,2023-10,Healthcare,Print,Low,935033,0.21,0.016,18102,50052030,53.53,53
Kolkata,2023-01,FMCG,Print,Low,2026204,0.29,0.052,135917,144751605,71.44,65
Ahmedabad,2023-11,Electronics,Outdoor,Low,704819,0.2,0.057,48209,192836000,273.6,22
Bangalore,2023-11,Furniture,TV,Medium,2966597,0.15,0.023,78466,266784400,89.93,30
